phase_id,frame_name,frame_number,score_1,score_2,score_3,score_4,score_5,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,shoulder_angle,hip_angle,left_arm_length,right_arm_length,left_leg_length,right_leg_length,torso_length
P1_V11_Phase10,frame11914.jpg,11914,2.0,1.0,2.0,2.0,1.0,84.42271487228929,129.2710670379679,169.8350905335778,167.47016530669003,79.37582116430625,63.142730306553865,2.4970331307304785,2.9587838973281704,5.8332226971371375,6.4404509273361885,4.040680584799469
P1_V11_Phase5,frame5477.jpg,5477,2.0,2.0,1.0,1.0,1.0,67.2611927060544,106.28542797485524,104.0573517484429,103.19737422755937,22.67861851665745,95.5249373224096,12.772669691691274,10.711429577018151,20.717122288069977,19.637819070037423,12.950398850888597
P1_V11_Phase5,frame5478.jpg,5478,2.0,2.0,1.0,1.0,1.0,92.85607243244978,104.61845093512694,144.46394392989566,155.46713529330333,46.089069572273736,96.75857954478369,11.528190972901372,7.253755656268193,18.222920674843014,15.518637530641897,10.18922824457644
P1_V11_Phase5,frame5479.jpg,5479,2.0,2.0,1.0,1.0,1.0,57.20564797222471,79.87239216884599,107.33726570910346,128.6814231872178,115.85147285862462,141.089638883096,1.9751507813865932,1.6102203687773304,1.3209188642083718,1.4151293776101894,1.4736158835002469
P1_V11_Phase5,frame5480.jpg,5480,2.0,2.0,1.0,1.0,1.0,57.20564797222471,79.87239216884599,107.33726570910346,128.6814231872178,115.85147285862462,141.089638883096,1.9751507813865932,1.6102203687773304,1.3209188642083718,1.4151293776101894,1.4736158835002469
P1_V11_Phase9,frame9197.jpg,9197,4.0,3.0,4.0,3.0,3.0,124.87557452420477,126.02220691369406,152.77277191118674,128.25166920358404,130.76945281632328,147.40438663008308,1.2985673560621764,1.2122641340281235,1.902716054235783,1.769685052862958,0.902364362140031
P1_V11_Phase9,frame9198.jpg,9198,4.0,3.0,4.0,3.0,3.0,100.84633012017524,15.905210583220365,164.63964670341073,134.52627689590187,156.61416586746063,140.8472525757473,1.281750198579231,0.9698927636628614,1.7762888747558925,1.7375812396894352,0.8095547834355866
P1_V11_Phase9,frame9199.jpg,9199,4.0,3.0,4.0,3.0,3.0,121.37770698696436,75.77865024892988,176.58563537451792,124.46801166124897,151.1769333099896,150.35094602221318,1.166346669919505,1.200195558182875,1.81772388104429,1.888505023690365,1.1217264761569603
P1_V11_Phase9,frame9200.jpg,9200,4.0,3.0,4.0,3.0,3.0,122.45722438387064,58.51423028678215,165.37513004210317,151.73237100098592,149.1375412448934,127.04186906170344,1.2876233791267804,1.290214744947232,2.183087995456858,1.986746740237899,1.2123619280781428
P1_V12_Phase2,frame427.jpg,427,5.0,4.0,5.0,5.0,5.0,101.00855909795858,160.24466842598105,164.17708070589904,155.73305992965703,125.04358733036958,62.86674217847097,10.54301494957463,14.364263518443964,15.09872152330825,15.530203306289769,10.913663942863066
P1_V12_Phase2,frame428.jpg,428,5.0,4.0,5.0,5.0,5.0,70.96698395635403,65.25137638772387,163.8600115484994,159.72425452274808,115.23066237880371,63.92687538807258,3.402537108539009,4.38160669741922,6.503634779262496,7.242831931863487,4.062052711931687
P1_V12_Phase2,frame429.jpg,429,5.0,4.0,5.0,5.0,5.0,70.96698395635403,65.25137638772387,163.8600115484994,159.72425452274808,115.23066237880371,63.92687538807258,3.402537108539009,4.38160669741922,6.503634779262496,7.242831931863487,4.062052711931687
P1_V12_Phase2,frame430.jpg,430,5.0,4.0,5.0,5.0,5.0,70.96698395635403,65.25137638772387,163.8600115484994,159.72425452274808,115.23066237880371,63.92687538807258,3.402537108539009,4.38160669741922,6.503634779262496,7.242831931863487,4.062052711931687
P1_V12_Phase20,frame4840.jpg,4840,7.0,6.0,7.0,7.0,7.0,145.25677813556536,175.20393417133062,157.2216954987909,148.8883147642799,110.088701785902,126.00250243154989,4.461211929161073,3.0215148128081992,7.9425209424148,6.7001683217977375,4.605790995529178
P1_V12_Phase28,frame7443.jpg,7443,9.0,8.0,9.0,9.0,9.0,88.83870876104402,60.51849172298817,157.55831632380378,165.7785702735733,142.90115492405326,72.37622832502467,1.1371380648742475,1.636477422644187,2.943104335363269,3.21852493546226,1.613577204201803
P1_V12_Phase28,frame7444.jpg,7444,9.0,8.0,9.0,9.0,9.0,128.27363300710385,73.90892153186412,177.06824431304247,174.7279941523321,134.52655760312123,85.47291589717919,1.9018648480540568,1.893579560867071,2.906856820790575,2.971833040637157,1.8945867224238016
P1_V12_Phase28,frame7445.jpg,7445,9.0,8.0,9.0,9.0,9.0,150.32738670016977,177.05251005503985,175.60992827729382,165.56056035555463,148.86113836936215,88.0578618469173,3.313412505370026,1.997846171684236,3.5216212256639574,3.842822581307336,2.6409261046313146
P1_V12_Phase28,frame7446.jpg,7446,9.0,8.0,9.0,9.0,9.0,150.32738670016977,177.05251005503985,175.60992827729382,165.56056035555463,148.86113836936215,88.0578618469173,3.313412505370026,1.997846171684236,3.5216212256639574,3.842822581307336,2.6409261046313146
P1_V12_Phase30,frame8117.jpg,8117,5.0,4.0,5.0,5.0,5.0,162.20287308657706,65.06717149122326,151.11568122076773,147.6660280645685,109.03355264150753,57.41211873449952,2.796614386887533,1.4010432935601922,3.6702118120750873,3.788889139309183,1.9537118431802336
P1_V12_Phase30,frame8118.jpg,8118,5.0,4.0,5.0,5.0,5.0,124.36999054974314,73.1685270594461,108.42017362636932,120.37015758900073,106.54188362712776,30.917637571747598,2.1537733167447706,1.550065625631872,2.7553488748403447,2.7746962237120814,2.066293261139649
P1_V12_Phase30,frame8119.jpg,8119,5.0,4.0,5.0,5.0,5.0,112.3492598990964,82.54728375466199,146.7961920099346,149.43382903205315,109.64239832376168,60.96096424443417,3.6394609362538928,5.74732304862698,7.00343534045599,8.591714910348554,5.152958431529079
P1_V12_Phase30,frame8120.jpg,8120,5.0,4.0,5.0,5.0,5.0,112.3492598990964,82.54728375466199,146.7961920099346,149.43382903205315,109.64239832376168,60.96096424443417,3.6394609362538928,5.74732304862698,7.00343534045599,8.591714910348554,5.152958431529079
P1_V12_Phase34,frame9470.jpg,9470,2.0,1.0,2.0,2.0,2.0,93.56891479319664,26.817059950731466,118.9611241709644,119.39919457704238,146.1475809895195,150.88050441377362,2.278673410044416,3.3466266593139165,5.57103807839186,5.294329733219795,3.810350291350718
P1_V12_Phase34,frame9471.jpg,9471,2.0,1.0,2.0,2.0,2.0,90.4135163595612,173.7165629608193,96.52476344574607,109.9962457296846,129.76428423544277,144.88462737607225,11.386870263277592,11.67424208298271,18.22605688300572,15.501589080492138,10.815879631261918
P1_V12_Phase34,frame9472.jpg,9472,2.0,1.0,2.0,2.0,2.0,97.08769933483192,145.99276392657322,103.0259839290024,101.85810540544568,157.4300434237797,179.6298242708739,9.68118917713498,12.21547590810291,20.73964528862527,18.707393350659395,17.77090957118233
P1_V12_Phase34,frame9473.jpg,9473,2.0,1.0,2.0,2.0,2.0,97.08769933483192,145.99276392657322,103.0259839290024,101.85810540544568,157.4300434237797,179.6298242708739,9.68118917713498,12.21547590810291,20.73964528862527,18.707393350659395,17.77090957118233
P1_V12_Phase6,frame1238.jpg,1238,7.0,6.0,7.0,7.0,7.0,98.01851823431392,38.17679087872769,164.44036450437156,123.12998183823282,120.3062545063656,46.514180102608215,2.590079282089073,3.700565329568669,4.029782251126189,5.201073480746548,3.927707724559264
P1_V12_Phase6,frame1239.jpg,1239,7.0,6.0,7.0,7.0,7.0,160.65975207601684,104.81005851820107,110.69022805494367,105.2523835350977,133.69280604120632,28.185895655607936,2.9253853282983067,4.266922027936764,5.142889664938576,6.3259910623193925,4.961249814601982
P1_V12_Phase6,frame1240.jpg,1240,7.0,6.0,7.0,7.0,7.0,160.65975207601684,104.81005851820107,110.69022805494367,105.2523835350977,133.69280604120632,28.185895655607936,2.9253853282983067,4.266922027936764,5.142889664938576,6.3259910623193925,4.961249814601982
P1_V12_Phase6,frame1241.jpg,1241,7.0,6.0,7.0,7.0,7.0,160.65975207601684,104.81005851820107,110.69022805494367,105.2523835350977,133.69280604120632,28.185895655607936,2.9253853282983067,4.266922027936764,5.142889664938576,6.3259910623193925,4.961249814601982
P1_V12_Phase61,frame17565.jpg,17565,5.0,4.0,5.0,4.0,4.0,172.12471519406537,97.54635255693177,154.9966284972763,160.02447479061317,143.336171849527,119.8564057551525,2.183391545086179,1.969953056940485,4.646547334553885,4.356380386011479,2.6264944349302737
P1_V12_Phase61,frame17566.jpg,17566,5.0,4.0,5.0,4.0,4.0,75.90260056605516,126.21333485369524,160.98657669237338,164.9290358217056,154.4232300297228,113.79383112457418,1.3571853336727804,1.4347398260646194,4.176048673288299,3.8687658807989806,1.8894755830361256
P1_V12_Phase61,frame17567.jpg,17567,5.0,4.0,5.0,4.0,4.0,75.90260056605516,126.21333485369524,160.98657669237338,164.9290358217056,154.4232300297228,113.79383112457418,1.3571853336727804,1.4347398260646194,4.176048673288299,3.8687658807989806,1.8894755830361256
P1_V12_Phase61,frame17568.jpg,17568,5.0,4.0,5.0,4.0,4.0,75.90260056605516,126.21333485369524,160.98657669237338,164.9290358217056,154.4232300297228,113.79383112457418,1.3571853336727804,1.4347398260646194,4.176048673288299,3.8687658807989806,1.8894755830361256
P1_V12_Phase65,frame18953.jpg,18953,4.0,3.0,4.0,3.0,3.0,80.70897631855443,155.16333255198555,165.52685740595325,170.00336685482355,119.3176258043084,110.19959732692377,2.759122642852241,1.9788979172046977,5.602787182445647,5.233517699374256,3.000265792761496
P1_V12_Phase65,frame18954.jpg,18954,4.0,3.0,4.0,3.0,3.0,87.65914175256634,159.16452620281896,165.5040323201294,163.17069204931326,104.4123962721464,115.7426078567728,2.3085094410834888,1.8215061841295692,5.214282256113656,4.779912365607139,2.050033023740839
P1_V12_Phase65,frame18955.jpg,18955,4.0,3.0,4.0,3.0,3.0,2.5335404527324528,166.93801833457582,171.83796829112677,170.24726727816395,104.714679851931,109.54718573401244,1.7025811975369562,1.5893864631339394,4.013047750168188,3.625944071684168,1.8000550116011431
P1_V12_Phase65,frame18956.jpg,18956,4.0,3.0,4.0,3.0,3.0,2.5335404527324528,166.93801833457582,171.83796829112677,170.24726727816395,104.714679851931,109.54718573401244,1.7025811975369562,1.5893864631339394,4.013047750168188,3.625944071684168,1.8000550116011431
P1_V12_Phase69,frame19871.jpg,19871,5.0,4.0,5.0,4.0,4.0,69.08973883744771,147.95291118270816,161.73975125204373,173.77955628731542,111.87310801256967,113.68839362746128,4.100859748523437,0.8896431718915778,5.614351394185356,5.093578802572878,2.586001043196618
P1_V12_Phase69,frame19872.jpg,19872,5.0,4.0,5.0,4.0,4.0,90.23939326779131,68.72113845630372,161.7237778659184,163.31446314007346,137.7559186333485,133.44151726909416,4.8363787019118885,3.476050568720793,11.85161390225104,11.073270754894466,5.900960524805008
P1_V12_Phase69,frame19873.jpg,19873,5.0,4.0,5.0,4.0,4.0,90.23939326779131,68.72113845630372,161.7237778659184,163.31446314007346,137.7559186333485,133.44151726909416,4.8363787019118885,3.476050568720793,11.85161390225104,11.073270754894466,5.900960524805008
P1_V12_Phase69,frame19874.jpg,19874,5.0,4.0,5.0,4.0,4.0,90.23939326779131,68.72113845630372,161.7237778659184,163.31446314007346,137.7559186333485,133.44151726909416,4.8363787019118885,3.476050568720793,11.85161390225104,11.073270754894466,5.900960524805008
P1_V13_Phase24,frame6842.jpg,6842,2.0,2.0,1.0,2.0,2.0,88.33028201685215,131.40854850434368,153.0974128570992,140.26194294686036,92.9677793122987,122.67933464103366,2.0156902276590083,1.924703606442855,3.5851775330158357,3.2762736256831,2.12354000373407
P1_V13_Phase24,frame6843.jpg,6843,2.0,2.0,1.0,2.0,2.0,66.87295534726651,171.66685552057854,142.83360475931048,147.6968081133745,69.27877951053246,134.61319125069625,1.9071743974004427,2.18724699709116,4.30423140995618,3.801576360420993,1.8562605745888008
P1_V13_Phase24,frame6844.jpg,6844,2.0,2.0,1.0,2.0,2.0,121.8139206338104,167.42033768529575,112.60851496785756,116.29290348356776,40.97980642084049,29.2719489823976,1.8903805022876317,3.9542358204087287,5.587813859866552,5.925549425389345,2.240983376942797
P1_V13_Phase24,frame6845.jpg,6845,2.0,2.0,1.0,2.0,2.0,121.8139206338104,167.42033768529575,112.60851496785756,116.29290348356776,40.97980642084049,29.2719489823976,1.8903805022876317,3.9542358204087287,5.587813859866552,5.925549425389345,2.240983376942797
P1_V13_Phase28,frame8405.jpg,8405,9.0,8.0,9.0,8.0,9.0,41.33782738255395,100.33959256172687,141.47855608909444,128.1277624068345,131.64693804413577,139.4576283131656,2.8330013261947595,2.4603040756499786,7.053596212521416,5.328745157486816,4.329918763533661
P1_V13_Phase28,frame8406.jpg,8406,9.0,8.0,9.0,8.0,9.0,87.81937267118185,152.4527006852026,146.8426432678919,158.29569132451888,105.20870658937648,130.66071451289267,3.3938448248472604,2.2142126741358283,5.566698822778768,4.37157716846543,3.4474389887858177
P1_V13_Phase28,frame8407.jpg,8407,9.0,8.0,9.0,8.0,9.0,36.10028327624407,142.99212054077256,109.19330733337053,112.3932679939556,113.03779228965384,159.96600518939,5.928420677964432,3.391642384674117,13.932212969679275,10.670111644089951,8.723129905628426
P1_V13_Phase28,frame8408.jpg,8408,9.0,8.0,9.0,8.0,9.0,36.10028327624407,142.99212054077256,109.19330733337053,112.3932679939556,113.03779228965384,159.96600518939,5.928420677964432,3.391642384674117,13.932212969679275,10.670111644089951,8.723129905628426
P1_V13_Phase30,frame8988.jpg,8988,4.0,3.0,4.0,3.0,4.0,148.70249774555495,7.098521172927774,173.19143487231355,136.95549973973186,130.438857383955,138.46155226735058,16.101617291533774,12.788187375597252,16.594971888016303,15.795068342341423,10.76667013787904
P1_V13_Phase30,frame8989.jpg,8989,4.0,3.0,4.0,3.0,4.0,179.99973036022357,179.9997186339758,56.470976070047946,59.686728161559024,179.9981274951215,106.59267266276387,20.72728895905088,19.65468155350763,19.59773155982377,19.13813297313553,19.978396730578677
P1_V13_Phase30,frame8990.jpg,8990,4.0,3.0,4.0,3.0,4.0,179.99973036022357,179.9997186339758,56.470976070047946,59.686728161559024,179.9981274951215,106.59267266276387,20.72728895905088,19.65468155350763,19.59773155982377,19.13813297313553,19.978396730578677
P1_V13_Phase30,frame8991.jpg,8991,4.0,3.0,4.0,3.0,4.0,179.99973036022357,179.9997186339758,56.470976070047946,59.686728161559024,179.9981274951215,106.59267266276387,20.72728895905088,19.65468155350763,19.59773155982377,19.13813297313553,19.978396730578677
P1_V13_Phase34,frame10149.jpg,10149,7.0,6.0,7.0,7.0,7.0,116.20129777563928,94.16215961854978,173.68099579301185,174.2016830278471,71.50965885903358,87.80509600671141,1.5586872137642742,1.3581200434403973,3.185289623025988,3.4613650058366736,1.817614252770973
P1_V13_Phase34,frame10150.jpg,10150,7.0,6.0,7.0,7.0,7.0,108.91194998240556,76.74037661950827,101.67403835557444,86.54074263177579,156.42125038994803,178.33649581947242,1.4971211209317616,1.1846380240777583,1.620249739621022,2.202573932162431,1.8097860754830808
P1_V13_Phase34,frame10151.jpg,10151,7.0,6.0,7.0,7.0,7.0,122.64175087422872,157.93188328529772,116.51084617075288,108.7043717722057,18.16905481396068,35.58218930452376,2.5487861937867007,3.452093758626094,5.890358328832426,5.863138778806772,2.690932422537305
P1_V13_Phase34,frame10152.jpg,10152,7.0,6.0,7.0,7.0,7.0,122.64175087422872,157.93188328529772,116.51084617075288,108.7043717722057,18.16905481396068,35.58218930452376,2.5487861937867007,3.452093758626094,5.890358328832426,5.863138778806772,2.690932422537305
P1_V13_Phase38,frame11196.jpg,11196,5.0,4.0,3.0,4.0,4.0,129.5900111278979,151.35360549016914,150.35817763274147,163.0935628550931,169.14778177605166,147.83872931146692,5.940746921611111,7.052469080455509,10.981608088239184,11.321120917649262,6.958656153528919
P1_V13_Phase38,frame11197.jpg,11197,5.0,4.0,3.0,4.0,4.0,171.82820649563763,129.4857651792253,161.18282402718305,150.24939512524546,154.479081924077,156.05572757677345,6.860118285288634,6.575470178843721,8.300935929773793,9.079032354603278,5.780551164919655
P1_V13_Phase38,frame11198.jpg,11198,5.0,4.0,3.0,4.0,4.0,171.82820649563763,129.4857651792253,161.18282402718305,150.24939512524546,154.479081924077,156.05572757677345,6.860118285288634,6.575470178843721,8.300935929773793,9.079032354603278,5.780551164919655
P1_V13_Phase38,frame11199.jpg,11199,5.0,4.0,3.0,4.0,4.0,171.82820649563763,129.4857651792253,161.18282402718305,150.24939512524546,154.479081924077,156.05572757677345,6.860118285288634,6.575470178843721,8.300935929773793,9.079032354603278,5.780551164919655
P1_V13_Phase61,frame19027.jpg,19027,9.0,8.0,9.0,8.0,9.0,103.73997695871158,142.5431933820528,74.84342558334286,74.78869477358037,128.9118091886896,174.22531558679293,2.116291470605523,2.828186689522243,6.2194680157398095,6.021672731246173,2.76180866706464
P1_V13_Phase61,frame19028.jpg,19028,9.0,8.0,9.0,8.0,9.0,104.1966539995016,146.05018301631725,104.9129244198128,87.50466563626553,137.73893697344468,166.57444982399062,2.538231858968341,2.3738453134218704,4.854997258646091,4.648276801816395,2.5407046331958663
P1_V13_Phase61,frame19029.jpg,19029,9.0,8.0,9.0,8.0,9.0,154.68962857329169,170.9626322111299,157.0261190121636,150.95978161717252,149.61869934580776,132.61008438654926,2.802949767378262,4.313504846297333,3.2160223646940658,3.552185525766736,3.415624297735301
P1_V13_Phase61,frame19030.jpg,19030,9.0,8.0,9.0,8.0,9.0,56.27225603445051,132.8117329890447,176.07564041985273,174.1932067578327,132.16743005498247,126.50708783397086,2.668158180534741,2.5274380989961505,2.0052079052567424,2.1908711251732385,2.359857536761868
P1_V13_Phase65,frame20342.jpg,20342,7.0,6.0,7.0,7.0,7.0,76.62007111522422,67.01651457457443,133.32908994358914,114.68163615138208,135.45459517455015,146.96496856331484,1.5040689922748849,1.6596089832953251,2.0910844184911617,1.8778760740392813,1.6437883429672564
P1_V13_Phase65,frame20343.jpg,20343,7.0,6.0,7.0,7.0,7.0,77.82996491073733,90.60824280372618,171.19350214323927,134.24191564509746,107.78883125068714,162.13807668537103,1.3970983014693432,1.059000264298956,1.7395071896080805,2.4062315316389773,1.0687383854246926
P1_V13_Phase65,frame20344.jpg,20344,7.0,6.0,7.0,7.0,7.0,71.24821022665364,161.03388426901998,10.80888853294762,47.52652951777406,133.73086014608091,139.5129612292909,1.353944800343962,1.5178519324831368,1.457541310442478,1.708884971176376,1.29910064066683
P1_V13_Phase65,frame20345.jpg,20345,7.0,6.0,7.0,7.0,7.0,71.24821022665364,161.03388426901998,10.80888853294762,47.52652951777406,133.73086014608091,139.5129612292909,1.353944800343962,1.5178519324831368,1.457541310442478,1.708884971176376,1.29910064066683
P1_V13_Phase69,frame21286.jpg,21286,9.0,8.0,9.0,8.0,9.0,165.5316113814646,158.7921591716071,170.08832575756628,172.55072492457893,94.75164538127372,93.7767335614207,6.142156746265273,5.68774594737376,8.274153473685296,8.271954050672683,3.623577249036712
P1_V13_Phase69,frame21287.jpg,21287,9.0,8.0,9.0,8.0,9.0,169.61354401474551,163.62555439421303,179.17613675451614,175.33021808963454,54.97377149163127,61.59026988436331,5.99892534477388,6.065782957537591,11.45299515996635,12.158637089771242,4.398460252549525
P1_V13_Phase71,frame21776.jpg,21776,2.0,1.0,2.0,2.0,2.0,137.41225374784284,112.66202789459092,169.7458775251427,175.4571314936614,149.87642364982506,75.99961828320791,2.5846184605594784,1.8195132588045684,3.836748829330056,3.9534098444169183,2.809333157510409
P1_V13_Phase71,frame21777.jpg,21777,2.0,1.0,2.0,2.0,2.0,133.7233686923654,160.80172847324437,173.33838761662025,172.50417309171175,61.188469793387625,106.84004533405808,9.18232117131171,10.546314612553225,14.443607702388723,14.90859920833642,12.07768890354114
P1_V13_Phase71,frame21778.jpg,21778,2.0,1.0,2.0,2.0,2.0,133.7233686923654,160.80172847324437,173.33838761662025,172.50417309171175,61.188469793387625,106.84004533405808,9.18232117131171,10.546314612553225,14.443607702388723,14.90859920833642,12.07768890354114
P1_V13_Phase71,frame21779.jpg,21779,2.0,1.0,2.0,2.0,2.0,133.7233686923654,160.80172847324437,173.33838761662025,172.50417309171175,61.188469793387625,106.84004533405808,9.18232117131171,10.546314612553225,14.443607702388723,14.90859920833642,12.07768890354114
P1_V13_Phase75,frame23503.jpg,23503,4.0,3.0,4.0,5.0,5.0,78.16599708963898,78.9404663549402,138.4576246422391,147.72178110745958,101.04521234123878,39.55032550141845,1.8991975173371731,2.704702718371718,3.215904616577738,3.9477233074474727,2.596701605648825
P1_V13_Phase79,frame24288.jpg,24288,9.0,9.0,9.0,8.0,9.0,80.41093645389692,39.44541700835772,139.16478866152468,137.43525269485173,142.54279743011867,42.43768493703556,0.9136928521946268,1.4625651211931334,2.905200548606844,3.278339153596442,1.87958823963344
P1_V13_Phase79,frame24289.jpg,24289,9.0,9.0,9.0,8.0,9.0,63.10068549192933,62.53076596281611,166.8905641043185,161.04665461820662,161.03861086257282,64.74792545791624,0.8578008127661799,1.3956182979492089,2.7631795716615226,2.935607394085588,1.7791311929887863
P1_V13_Phase79,frame24290.jpg,24290,9.0,9.0,9.0,8.0,9.0,110.71592765794767,149.74334748312288,154.5681289508339,166.1367913848252,153.23570071078234,71.3418276101219,1.2049131112983065,1.7152033240814792,2.989617352995966,3.1075589952607072,1.734829703101494
P1_V13_Phase79,frame24291.jpg,24291,9.0,9.0,9.0,8.0,9.0,110.71592765794767,149.74334748312288,154.5681289508339,166.1367913848252,153.23570071078234,71.3418276101219,1.2049131112983065,1.7152033240814792,2.989617352995966,3.1075589952607072,1.734829703101494
P1_V13_Phase82,frame25073.jpg,25073,9.0,8.0,9.0,8.0,9.0,81.5175997460375,132.356076557406,149.1142630156877,179.14160841845015,154.61682892253768,88.5314614536845,2.225127690904956,1.816999239282825,5.476303828974201,5.280732001720134,3.48490420397087
P1_V13_Phase82,frame25074.jpg,25074,9.0,8.0,9.0,8.0,9.0,110.11904205886788,31.35591879881975,169.12210404551638,166.83529596230866,151.54145386257932,77.58341918642681,1.4177515002141603,1.5729786510209474,3.4537583365460764,3.67382261939373,2.054814089799704
P1_V13_Phase82,frame25075.jpg,25075,9.0,8.0,9.0,8.0,9.0,121.97979635084832,9.029622808457423,175.2173233158423,172.01275094000118,156.90521682121764,82.14838826873809,1.8333271196976528,1.8497140657960265,3.8099714772403903,3.868470995394666,2.034638984220304
P1_V13_Phase82,frame25076.jpg,25076,9.0,8.0,9.0,8.0,9.0,151.7969940329287,140.42253122186924,174.07190096919078,171.82466378396123,136.30214310615534,92.87191498530284,2.991015168396136,1.961281218660166,3.5608004298736384,3.8015545851645753,2.187754867355857
P1_V13_Phase86,frame26152.jpg,26152,9.0,8.0,9.0,9.0,9.0,174.9666348406484,146.04184738186456,154.13059811691673,158.0791421389174,133.87240989291658,96.16081608690686,2.4001800745791257,3.736767900790661,4.4822887753875404,4.412936391727323,1.9588657329723984
P1_V13_Phase86,frame26153.jpg,26153,9.0,8.0,9.0,9.0,9.0,160.65242659495837,116.57194994501393,101.86237256046756,98.06500338110406,89.02405533303612,21.84458763661336,4.093387020524614,4.498423175345437,7.928535932301211,8.651578530434488,4.154073001236918
P1_V13_Phase86,frame26154.jpg,26154,9.0,8.0,9.0,9.0,9.0,128.34882343572224,154.5739034767947,155.24984144864382,176.36363879907344,61.916998051219984,104.79327048682624,5.138645613314946,4.78689757583561,8.743966636779064,7.942829110888697,4.704617429130482
P1_V13_Phase86,frame26155.jpg,26155,9.0,8.0,9.0,9.0,9.0,128.34882343572224,154.5739034767947,155.24984144864382,176.36363879907344,61.916998051219984,104.79327048682624,5.138645613314946,4.78689757583561,8.743966636779064,7.942829110888697,4.704617429130482
